game_id,date,season,venue,venue_location,home_team,away_team,home_score,away_score,home_sog,away_sog,periods,winner_team,home_goalie_even_shots,home_goalie_even_goals,home_goalie_short_shots,home_goalie_short_goals,home_goalie_power_shots,home_goalie_power_goals,away_goalie_even_shots,away_goalie_even_goals,away_goalie_short_shots,away_goalie_short_goals,away_goalie_power_shots,away_goalie_power_goals,home_save_pctg,away_save_pctg,home_total_pim,away_total_pim,start_time_UTC,game_state
2021020644,2022-01-11,20212022,Honda Center,Anaheim,ANA,PIT,1,4,26,34,3,away,26.0,2.0,1.0,0.0,6.0,1.0,24.0,1.0,0.0,0.0,2.0,0.0,0.909,0.962,6,6,2022-01-12T03:00:00Z,OFF
2021020662,2022-01-14,20212022,Xcel Energy Center,St. Paul,MIN,ANA,7,3,42,42,3,home,39.0,3.0,0.0,0.0,3.0,0.0,42.0,7.0,0.0,0.0,0.0,0.0,0.929,0.833,7,5,2022-01-15T01:00:00Z,OFF
2021020673,2022-01-15,20212022,United Center,Chicago,CHI,ANA,3,0,36,37,3,home,31.0,0.0,3.0,0.0,3.0,0.0,29.0,1.0,1.0,0.0,5.0,1.0,1.0,0.943,4,6,2022-01-16T01:30:00Z,OFF
2021020703,2022-01-19,20212022,Honda Center,Anaheim,ANA,COL,0,2,34,28,3,away,20.0,1.0,4.0,0.0,3.0,0.0,30.0,0.0,0.0,0.0,4.0,0.0,0.963,1.0,11,15,2022-01-20T03:00:00Z,OFF
2021020719,2022-01-21,20212022,Honda Center,Anaheim,ANA,TBL,5,1,35,33,3,home,24.0,1.0,0.0,0.0,9.0,0.0,26.0,3.0,5.0,0.0,3.0,1.0,0.97,0.882,19,17,2022-01-22T03:00:00Z,OFF
2021020737,2022-01-24,20212022,TD Garden,Boston,BOS,ANA,3,5,26,27,3,away,20.0,3.0,3.0,1.0,4.0,1.0,23.0,2.0,0.0,0.0,3.0,1.0,0.815,0.885,11,9,2022-01-25T00:00:00Z,OFF
2021020752,2022-01-26,20212022,Scotiabank Arena,Toronto,TOR,ANA,4,3,44,20,3,home,19.0,2.0,0.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,9.0,3.0,0.9,0.932,4,8,2022-01-27T00:00:00Z,OFF
2021020757,2022-01-27,20212022,Centre Bell,Montreal,MTL,ANA,4,5,40,24,3,away,16.0,3.0,1.0,0.0,7.0,2.0,36.0,3.0,3.0,0.0,1.0,1.0,0.792,0.9,8,4,2022-01-28T00:00:00Z,OFF
2021020773,2022-01-29,20212022,Canadian Tire Centre,Ottawa,OTT,ANA,1,2,45,20,3,away,19.0,2.0,0.0,0.0,1.0,0.0,36.0,1.0,0.0,0.0,9.0,0.0,0.9,0.978,14,16,2022-01-29T17:30:00Z,OFF
2021020792,2022-01-31,20212022,Little Caesars Arena,Detroit,DET,ANA,2,1,28,15,3,home,15.0,1.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,2.0,0.0,0.933,0.929,2,4,2022-02-01T00:30:00Z,OFF
2021020828,2022-02-25,20212022,Honda Center,Anaheim,ANA,LAK,1,4,25,32,3,away,24.0,3.0,1.0,0.0,7.0,1.0,21.0,1.0,1.0,0.0,3.0,0.0,0.875,0.96,8,6,2022-02-26T03:00:00Z,OFF
2021020845,2022-02-27,20212022,Honda Center,Anaheim,ANA,NYI,0,4,34,22,3,away,18.0,4.0,1.0,0.0,3.0,0.0,31.0,0.0,0.0,0.0,3.0,0.0,0.818,1.0,8,8,2022-02-28T01:30:00Z,OFF
2021020859,2022-03-01,20212022,Honda Center,Anaheim,ANA,BOS,4,3,28,34,3,home,32.0,3.0,0.0,0.0,2.0,0.0,25.0,2.0,0.0,0.0,3.0,2.0,0.912,0.857,7,11,2022-03-02T03:00:00Z,OFF
2021020879,2022-03-04,20212022,Honda Center,Anaheim,ANA,VGK,4,5,24,35,3,away,30.0,5.0,1.0,0.0,4.0,0.0,19.0,2.0,0.0,0.0,5.0,2.0,0.857,0.833,8,8,2022-03-05T03:00:00Z,OFF
2021020897,2022-03-06,20212022,Honda Center,Anaheim,ANA,SJS,3,2,36,22,3,home,17.0,2.0,2.0,0.0,3.0,0.0,31.0,3.0,3.0,0.0,2.0,0.0,0.909,0.917,11,15,2022-03-07T01:00:00Z,OFF
2021020907,2022-03-08,20212022,United Center,Chicago,CHI,ANA,8,3,32,32,3,home,28.0,2.0,0.0,0.0,4.0,1.0,26.0,7.0,2.0,1.0,4.0,0.0,0.906,0.75,10,6,2022-03-09T01:30:00Z,OFF
2021020925,2022-03-10,20212022,Bridgestone Arena,Nashville,NSH,ANA,4,1,30,28,3,home,24.0,1.0,1.0,0.0,3.0,0.0,27.0,2.0,0.0,0.0,2.0,1.0,0.964,0.897,11,9,2022-03-11T01:00:00Z,OFF
2021020935,2022-03-12,20212022,Prudential Center,Newark,NJD,ANA,2,1,40,34,3,home,29.0,1.0,0.0,0.0,5.0,0.0,35.0,1.0,4.0,0.0,1.0,0.0,0.971,0.975,4,6,2022-03-13T00:00:00Z,OFF
2021020943,2022-03-13,20212022,UBS Arena,Elmont,NYI,ANA,4,3,29,42,3,home,38.0,3.0,0.0,0.0,4.0,0.0,24.0,4.0,1.0,0.0,4.0,0.0,0.929,0.862,8,8,2022-03-13T23:30:00Z,OFF
2021020955,2022-03-15,20212022,Madison Square Garden,New York,NYR,ANA,4,3,38,23,3,home,18.0,2.0,0.0,0.0,5.0,1.0,34.0,3.0,0.0,0.0,4.0,1.0,0.87,0.895,6,4,2022-03-15T23:00:00Z,OFF
2021020981,2022-03-18,20212022,Honda Center,Anaheim,ANA,FLA,0,3,17,42,3,away,36.0,2.0,1.0,0.0,5.0,1.0,15.0,0.0,1.0,0.0,1.0,0.0,0.929,1.0,27,11,2022-03-19T02:00:00Z,OFF
2021021003,2022-03-21,20212022,Honda Center,Anaheim,ANA,NSH,3,6,29,31,3,away,21.0,2.0,2.0,0.0,7.0,3.0,25.0,3.0,0.0,0.0,4.0,0.0,0.833,0.897,22,20,2022-03-22T02:00:00Z,OFF
2021021018,2022-03-23,20212022,Honda Center,Anaheim,ANA,CHI,2,4,29,28,3,away,21.0,1.0,2.0,0.0,4.0,2.0,29.0,2.0,0.0,0.0,0.0,0.0,0.889,0.931,11,7,2022-03-24T02:00:00Z,OFF
2021021033,2022-02-11,20212022,Honda Center,Anaheim,ANA,SEA,3,4,27,27,3,away,20.0,4.0,3.0,0.0,4.0,0.0,23.0,2.0,1.0,0.0,3.0,1.0,0.852,0.889,9,11,2022-02-12T03:00:00Z,OFF
2021021045,2022-03-26,20212022,SAP Center at San Jose,San Jose,SJS,ANA,4,1,24,28,3,home,22.0,1.0,1.0,0.0,5.0,0.0,19.0,3.0,2.0,0.0,3.0,1.0,0.964,0.833,17,15,2022-03-27T02:30:00Z,OFF
2021021067,2022-03-29,20212022,Honda Center,Anaheim,ANA,DAL,2,3,28,32,3,away,27.0,3.0,0.0,0.0,5.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,0.906,0.929,6,2,2022-03-30T02:00:00Z,OFF
2021021082,2022-03-31,20212022,Honda Center,Anaheim,ANA,DAL,2,3,23,35,3,away,31.0,2.0,1.0,0.0,3.0,1.0,19.0,2.0,0.0,0.0,4.0,0.0,0.914,0.913,2,6,2022-04-01T02:00:00Z,OFF
2021021088,2022-04-01,20212022,Gila River Arena,Glendale,ARI,ANA,0,5,22,37,3,away,31.0,5.0,0.0,0.0,6.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.865,1.0,38,13,2022-04-02T02:30:00Z,OFF
2021021107,2022-04-03,20212022,Honda Center,Anaheim,ANA,EDM,1,6,32,46,3,away,42.0,5.0,0.0,0.0,4.0,1.0,32.0,1.0,0.0,0.0,0.0,0.0,0.87,0.969,4,4,2022-04-04T00:00:00Z,OFF
2021021127,2022-04-06,20212022,Honda Center,Anaheim,ANA,CGY,2,4,28,28,3,away,27.0,3.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,4.0,1.0,0.889,0.929,2,4,2022-04-07T02:00:00Z,OFF
2021021145,2022-04-09,20212022,Wells Fargo Center,Philadelphia,PHI,ANA,3,5,33,34,3,away,29.0,4.0,1.0,0.0,4.0,1.0,29.0,3.0,0.0,0.0,4.0,0.0,0.853,0.909,4,4,2022-04-09T23:30:00Z,OFF
2021021159,2022-04-10,20212022,PNC Arena,Raleigh,CAR,ANA,5,2,43,25,3,home,22.0,2.0,1.0,0.0,2.0,0.0,36.0,4.0,2.0,0.0,4.0,0.0,0.92,0.905,10,8,2022-04-10T22:00:00Z,OFF
2021021167,2022-04-12,20212022,FLA Live Arena,Sunrise,FLA,ANA,3,2,55,24,3,home,22.0,2.0,0.0,0.0,2.0,0.0,47.0,2.0,0.0,0.0,8.0,1.0,0.917,0.945,4,6,2022-04-12T23:00:00Z,OFF
2021021184,2022-04-14,20212022,Amalie Arena,Tampa,TBL,ANA,4,3,31,26,3,home,25.0,3.0,0.0,0.0,1.0,0.0,24.0,4.0,1.0,0.0,6.0,0.0,0.885,0.871,0,4,2022-04-14T23:00:00Z,OFF
2021021215,2022-04-17,20212022,Honda Center,Anaheim,ANA,CBJ,6,4,32,35,3,home,29.0,4.0,1.0,0.0,5.0,0.0,29.0,5.0,0.0,0.0,2.0,0.0,0.886,0.839,4,2,2022-04-18T00:30:00Z,OFF
2021021226,2022-04-19,20212022,Honda Center,Anaheim,ANA,LAK,1,2,30,28,3,away,26.0,2.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,12.0,1.0,0.929,0.967,4,8,2022-04-20T02:00:00Z,OFF
2021021258,2022-04-23,20212022,Crypto.com Arena,Los Angeles,LAK,ANA,4,2,40,21,3,home,17.0,1.0,0.0,0.0,4.0,1.0,29.0,3.0,0.0,0.0,10.0,0.0,0.905,0.923,23,16,2022-04-24T02:30:00Z,OFF
2021021270,2022-04-24,20212022,Honda Center,Anaheim,ANA,STL,3,6,17,37,3,away,33.0,6.0,0.0,0.0,4.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,0.838,0.824,0,2,2022-04-25T00:30:00Z,OFF
2021021285,2022-04-26,20212022,SAP Center at San Jose,San Jose,SJS,ANA,2,5,33,31,3,away,29.0,3.0,0.0,0.0,1.0,1.0,29.0,1.0,0.0,0.0,4.0,1.0,0.867,0.939,9,11,2022-04-27T02:30:00Z,OFF
2021021307,2022-04-29,20212022,American Airlines Center,Dallas,DAL,ANA,4,2,19,21,3,home,18.0,2.0,0.0,0.0,3.0,0.0,17.0,2.0,0.0,0.0,1.0,1.0,0.905,0.833,2,4,2022-04-30T00:30:00Z,OFF
2021010015,2021-09-27,20212022,Gila River Arena,Glendale,ARI,LAK,2,1,24,36,3,home,29.0,1.0,2.0,0.0,5.0,0.0,14.0,2.0,0.0,0.0,10.0,0.0,0.972,0.917,13,13,2021-09-28T02:00:00Z,FINAL
2021010075,2021-10-05,20212022,STAPLES Center,Los Angeles,LAK,ARI,1,4,39,20,3,away,16.0,2.0,0.0,0.0,3.0,1.0,32.0,0.0,1.0,0.0,6.0,1.0,0.842,0.974,6,10,2021-10-06T02:30:00Z,FINAL
2021010089,2021-10-07,20212022,T-Mobile Arena,Paradise,VGK,ARI,1,3,26,29,3,away,24.0,2.0,0.0,0.0,5.0,1.0,18.0,0.0,1.0,0.0,7.0,1.0,0.897,0.962,7,11,2021-10-08T02:00:00Z,FINAL
2021010104,2021-10-03,20212022,El Paso Coliseum Events Center,El Paso,DAL,ARI,6,3,34,17,3,home,17.0,3.0,0.0,0.0,0.0,0.0,33.0,5.0,0.0,0.0,0.0,0.0,0.824,0.848,18,20,2021-10-04T01:00:00Z,FINAL
2021020013,2021-10-14,20212022,Nationwide Arena,Columbus,CBJ,ARI,8,2,26,38,3,home,32.0,1.0,1.0,0.0,5.0,1.0,23.0,6.0,1.0,0.0,2.0,2.0,0.947,0.692,22,20,2021-10-14T23:00:00Z,OFF
2021020021,2021-10-16,20212022,KeyBank Center,Buffalo,BUF,ARI,2,1,33,21,3,home,17.0,1.0,0.0,0.0,4.0,0.0,29.0,0.0,1.0,0.0,3.0,1.0,0.952,0.97,4,2,2021-10-16T17:00:00Z,OFF
2021020038,2021-10-18,20212022,Gila River Arena,Glendale,ARI,STL,4,7,26,33,3,away,26.0,6.0,2.0,0.0,5.0,1.0,18.0,3.0,0.0,0.0,8.0,1.0,0.788,0.846,18,16,2021-10-19T02:00:00Z,OFF
2021020061,2021-10-21,20212022,Gila River Arena,Glendale,ARI,EDM,1,5,28,31,3,away,24.0,2.0,4.0,1.0,3.0,2.0,25.0,1.0,0.0,0.0,3.0,0.0,0.839,0.964,4,16,2021-10-22T02:00:00Z,OFF
2021020077,2021-10-23,20212022,Gila River Arena,Glendale,ARI,NYI,0,3,26,24,3,away,22.0,2.0,0.0,0.0,2.0,1.0,25.0,0.0,1.0,0.0,0.0,0.0,0.875,1.0,9,7,2021-10-24T01:00:00Z,OFF
2021020085,2021-10-25,20212022,FLA Live Arena,Sunrise,FLA,ARI,5,3,41,21,3,home,18.0,3.0,0.0,0.0,3.0,0.0,32.0,2.0,1.0,0.0,7.0,2.0,0.857,0.9,9,23,2021-10-25T23:00:00Z,OFF
2021020102,2021-10-28,20212022,Amalie Arena,Tampa,TBL,ARI,5,1,28,25,3,home,22.0,1.0,2.0,0.0,1.0,0.0,20.0,4.0,0.0,0.0,8.0,1.0,0.96,0.821,28,20,2021-10-28T23:00:00Z,OFF
2021020113,2021-10-29,20212022,Capital One Arena,Washington,WSH,ARI,2,0,32,16,3,home,13.0,0.0,1.0,0.0,2.0,0.0,22.0,0.0,1.0,0.0,8.0,1.0,1.0,0.968,6,12,2021-10-29T23:00:00Z,OFF
2021020128,2021-10-31,20212022,PNC Arena,Raleigh,CAR,ARI,2,1,39,23,3,home,18.0,1.0,0.0,0.0,5.0,0.0,29.0,1.0,1.0,0.0,9.0,1.0,0.957,0.949,8,12,2021-10-31T17:00:00Z,OFF
2021020137,2021-11-02,20212022,Wells Fargo Center,Philadelphia,PHI,ARI,3,0,34,29,3,home,28.0,0.0,1.0,0.0,0.0,0.0,27.0,2.0,0.0,0.0,6.0,0.0,1.0,0.939,0,4,2021-11-02T23:00:00Z,OFF
2021020172,2021-11-06,20212022,Gila River Arena,Glendale,ARI,SEA,5,4,22,31,3,home,26.0,4.0,0.0,0.0,5.0,0.0,21.0,4.0,0.0,0.0,1.0,1.0,0.871,0.773,6,4,2021-11-07T02:00:00Z,OFF
2021020194,2021-11-10,20212022,Gila River Arena,Glendale,ARI,MIN,2,5,26,30,3,away,27.0,3.0,0.0,0.0,3.0,2.0,21.0,2.0,1.0,0.0,4.0,0.0,0.833,0.923,6,6,2021-11-11T03:00:00Z,OFF
